name,solsource,donor,nvars,ncons,nbinvars,nintvars,nsemi,nnlvars,nnlbinvars,nnlintvars,nnlsemi,nboundedvars,nsingleboundedvars,nsos1,nsos2,objsense,nobjnz,nobjnlnz,njacobiannz,njacobiannlnz,nlaghessiannz,nlaghessiandiagnz,nobjquadnz,nobjquaddiagnz,nobjquadnegev,nobjquadposev,objtype,objcurvature,conscurvature,nconvexnlcons,nconcavenlcons,nindefinitenlcons,nlincons,nquadcons,ndiagquadcons,nlaghessianblocks,laghessianminblocksize,laghessianmaxblocksize,laghessianavgblocksize,solobjvalue,solinfeasibility,probtype,nlinfunc,nquadfunc,nnlfunc,nz,nlnz,ncontvars,convex,density,nldensity,objquaddensity,objquadproblevfrac
QPLIB_10054,Solution found by ANTIGONE,Andrea Lodi,175,11,175,0,0,173,173,0,0,0,0,0,0,min,174,173,1925,0,26969,173,13571,173,8,165,quadratic,indefinite,linear,0,0,0,11,0,0,4,1,170,43.25,-10.19706381,0.0,QBL,11,1,1,2099,173,0,False,0.9995238095238095,1.0,0.9010992682682348,0.045714285714285714
QPLIB_10055,Solution found by SCIP,Andrea Lodi,175,5,175,0,0,175,175,0,0,0,0,0,0,min,175,175,874,0,28011,175,14093,175,5,170,quadratic,indefinite,linear,0,0,0,5,0,0,2,1,174,87.5,-1.258548474,0.0,QBL,5,1,1,1049,175,0,False,0.9990476190476191,1.0,0.9146448979591837,0.02857142857142857
QPLIB_10056,Solution found by GUROBI,Andrea Lodi,175,5,175,0,0,172,172,0,0,0,0,0,0,min,175,172,874,0,29242,172,14707,172,0,31,quadratic,convex,linear,0,0,0,5,0,0,2,1,171,86.0,-33.85678866,0.0,CBL,5,1,1,1049,172,0,True,0.9990476190476191,1.0,0.9884396971335857,0.0
QPLIB_10057,Solution found by SCIP,Andrea Lodi,200,11,200,0,0,194,194,0,0,0,0,0,0,min,194,194,2199,0,30306,194,15250,194,19,174,quadratic,indefinite,linear,0,0,0,11,0,0,11,1,182,17.636364,-0.0,0.0,QBL,11,1,1,2393,194,0,False,0.9970833333333333,1.0,0.8052396641513444,0.095
QPLIB_10058,Solution found by GUROBI,Andrea Lodi,200,11,200,0,0,200,200,0,0,0,0,0,0,min,200,200,2197,0,35182,200,17691,200,15,185,quadratic,indefinite,linear,0,0,0,11,0,0,4,1,195,50.0,-3.566525619,0.0,QBL,11,1,1,2397,200,0,False,0.99875,1.0,0.87955,0.075
QPLIB_10059,Solution found by SCIP,Andrea Lodi,200,10,200,0,0,171,171,0,0,0,0,0,0,min,171,171,1996,0,28441,171,14306,171,37,49,quadratic,indefinite,linear,0,0,0,10,0,0,1,171,171,171.0,-0.0,0.0,QBL,10,1,1,2167,171,0,False,0.985,1.0,0.9726411545432783,0.185
QPLIB_10060,Solution found by SCIP,Andrea Lodi,200,10,200,0,0,196,196,0,0,0,0,0,0,min,196,196,1996,0,35144,196,17670,196,16,180,quadratic,indefinite,linear,0,0,0,10,0,0,3,1,194,65.333333,-0.0,0.0,QBL,10,1,1,2192,196,0,False,0.9963636363636363,1.0,0.9148271553519367,0.08
QPLIB_10061,Solution found by CPLEX,Andrea Lodi,200,5,200,0,0,192,192,0,0,0,0,0,0,min,198,192,999,0,35975,191,18083,191,18,174,quadratic,indefinite,linear,0,0,0,5,0,0,2,1,191,96.0,-23.99855941,0.0,QBL,5,1,1,1197,192,0,False,0.9975,1.0,0.9758843315972222,0.09
QPLIB_10062,Solution found by SCIP,Andrea Lodi,200,10,200,0,0,194,194,0,0,0,0,0,0,min,194,194,1996,0,36518,194,18356,194,19,175,quadratic,indefinite,linear,0,0,0,10,0,0,3,1,192,64.666667,-0.0,0.0,QBL,10,1,1,2190,194,0,False,0.9954545454545455,1.0,0.9702943989797003,0.095
QPLIB_10063,Solution found by ALPHAECP,Andrea Lodi,200,5,200,0,0,198,198,0,0,0,0,0,0,min,200,198,999,0,39024,198,19611,198,6,35,quadratic,indefinite,linear,0,0,0,5,0,0,1,198,198,198.0,-42.51597243,0.0,QBL,5,1,1,1199,198,0,False,0.9991666666666666,1.0,0.9954086317722681,0.03
QPLIB_10064,Solution found by SCIP,Andrea Lodi,200,11,200,0,0,197,197,0,0,0,0,0,0,min,197,197,2199,0,38741,197,19469,197,4,193,quadratic,indefinite,linear,0,0,0,11,0,0,1,197,197,197.0,-0.0,0.0,QBL,11,1,1,2396,197,0,False,0.9983333333333333,1.0,0.998247829111804,0.02
QPLIB_10065,Solution found by GUROBI,Andrea Lodi,200,11,200,0,0,198,198,0,0,0,0,0,0,min,200,198,2199,0,38802,198,19500,198,2,43,quadratic,indefinite,linear,0,0,0,11,0,0,2,1,197,99.0,-29.82242097,0.0,QBL,11,1,1,2399,198,0,False,0.9995833333333334,1.0,0.9897459442913988,0.01
QPLIB_10066,Solution found by CPLEX,Andrea Lodi,200,11,200,0,0,197,197,0,0,0,0,0,0,min,200,197,2197,0,38799,197,19498,197,3,194,quadratic,indefinite,linear,0,0,0,11,0,0,1,197,197,197.0,-32.97988603,0.0,QBL,11,1,1,2397,197,0,False,0.99875,1.0,0.9997423278105594,0.015
QPLIB_10067,Solution found by CPLEX,Andrea Lodi,200,5,200,0,0,199,199,0,0,0,0,0,0,min,200,199,999,0,39483,199,19841,199,5,194,quadratic,indefinite,linear,0,0,0,5,0,0,1,199,199,199.0,-31.56870096,0.0,QBL,5,1,1,1199,199,0,False,0.9991666666666666,1.0,0.9970202772657256,0.025
QPLIB_10068,Solution found by CPLEX,Andrea Lodi,200,11,200,0,0,200,200,0,0,0,0,0,0,min,200,200,2197,0,39958,200,20079,200,4,48,quadratic,indefinite,linear,0,0,0,11,0,0,1,200,200,200.0,-31.6396972,0.0,QBL,11,1,1,2397,200,0,False,0.99875,1.0,0.99895,0.02
QPLIB_10069,Solution found by SCIP,Andrea Lodi,200,10,200,0,0,200,200,0,0,0,0,0,0,min,200,200,1996,0,38728,200,19464,200,0,200,quadratic,convex,linear,0,0,0,10,0,0,2,1,199,100.0,-0.0,0.0,CBL,10,1,1,2196,200,0,True,0.9981818181818182,1.0,0.9682,0.0
QPLIB_10070,Solution found by CPLEX,Andrea Lodi,200,11,200,0,0,198,198,0,0,0,0,0,0,min,200,198,2197,0,39154,198,19676,198,3,195,quadratic,indefinite,linear,0,0,0,11,0,0,1,198,198,198.0,-25.33284987,0.0,QBL,11,1,1,2397,198,0,False,0.99875,1.0,0.9987246199367411,0.015
QPLIB_10071,Solution found by SCIP,Andrea Lodi,200,11,200,0,0,200,200,0,0,0,0,0,0,min,200,200,2199,0,39596,200,19898,200,2,198,quadratic,indefinite,linear,0,0,0,11,0,0,1,200,200,200.0,-0.0,0.0,QBL,11,1,1,2399,200,0,False,0.9995833333333334,1.0,0.9899,0.01
QPLIB_10072,Solution found by SCIP,Andrea Lodi,75,10,75,0,0,68,68,0,0,0,0,0,0,min,68,68,749,0,4166,68,2117,68,9,59,quadratic,indefinite,linear,0,0,0,10,0,0,2,1,67,34.0,-0.0,0.0,QBL,10,1,1,817,68,0,False,0.9903030303030304,1.0,0.9009515570934256,0.12
QPLIB_10073,Solution found by SCIP,Andrea Lodi,75,6,75,0,0,68,68,0,0,0,0,0,0,min,68,68,450,0,3924,68,1996,68,8,60,quadratic,indefinite,linear,0,0,0,6,0,0,3,1,64,22.666667,-0.0,0.0,QBL,6,1,1,518,68,0,False,0.9866666666666667,1.0,0.8486159169550173,0.10666666666666667
QPLIB_10074,Solution found by SCIP,Andrea Lodi,75,10,75,0,0,75,75,0,0,0,0,0,0,min,75,75,749,0,5623,75,2849,75,1,74,quadratic,indefinite,linear,0,0,0,10,0,0,1,75,75,75.0,-0.0,0.0,QBL,10,1,1,824,75,0,False,0.9987878787878788,1.0,0.9996444444444444,0.013333333333333334
QPLIB_1055,Solution found by SCIP,Nick Sahinidis,40,20,0,0,0,40,0,0,0,40,0,0,0,min,40,40,800,800,1600,40,820,40,20,20,quadratic,indefinite,indefinite,0,0,20,0,20,0,1,40,40,40.0,-33.03702314,2.427213985e-10,QCQ,0,21,21,840,840,40,False,1.0,1.0,1.0,0.5
QPLIB_1143,Solution found by SCIP,Nick Sahinidis,40,24,0,0,0,40,0,0,0,40,0,0,0,min,40,40,959,800,1600,40,797,40,20,20,quadratic,indefinite,indefinite,0,0,20,4,20,0,1,40,40,40.0,-57.24667411,6.055378421e-11,QCQ,4,21,21,999,840,40,False,0.999,1.0,0.97125,0.5
QPLIB_1157,Solution found by SCIP,Nick Sahinidis,40,9,0,0,0,40,0,0,0,40,0,0,0,min,40,40,359,40,1588,40,776,40,10,30,quadratic,indefinite,indefinite,0,0,1,8,1,0,1,40,40,40.0,-10.94820362,5.551115123e-16,QCQ,8,2,2,399,80,40,False,0.9975,1.0,0.945,0.25
QPLIB_1353,Solution found by SCIP,Nick Sahinidis,50,6,0,0,0,50,0,0,0,50,0,0,0,min,50,50,300,50,2496,50,1222,49,13,37,quadratic,indefinite,indefinite,0,0,1,5,1,0,1,50,50,50.0,-7.714162166,2.126053777e-10,QCQ,5,2,2,350,100,50,False,1.0,1.0,0.958,0.26
QPLIB_1423,Solution found by SCIP,Nick Sahinidis,40,24,0,0,0,40,0,0,0,40,0,0,0,min,40,40,960,800,1600,40,782,38,30,10,quadratic,indefinite,indefinite,0,0,20,4,20,0,1,40,40,40.0,-14.96746772,5.291678207e-11,QCQ,4,21,21,1000,840,40,False,1.0,1.0,0.95375,0.75
QPLIB_1437,Solution found by SCIP,Nick Sahinidis,50,11,0,0,0,50,0,0,0,50,0,0,0,min,50,50,549,50,2488,50,1219,49,25,25,quadratic,indefinite,indefinite,0,0,1,10,1,0,1,50,50,50.0,-7.789172855,1.231491575e-10,QCQ,10,2,2,599,100,50,False,0.9983333333333333,1.0,0.9556,0.5
QPLIB_1451,Solution found by ANTIGONE,Nick Sahinidis,60,66,0,0,0,60,0,0,0,60,0,0,0,min,60,60,3954,3600,3600,60,897,27,30,30,quadratic,indefinite,indefinite,0,0,60,6,60,0,1,60,60,60.0,-87.5764866,2.892726059e-10,QCQ,6,61,61,4014,3660,60,False,0.9985074626865672,1.0,0.49083333333333334,0.5
QPLIB_1493,Solution found by ANTIGONE,Nick Sahinidis,40,5,0,0,0,40,0,0,0,40,0,0,0,min,40,40,200,40,1600,40,798,39,20,20,quadratic,indefinite,indefinite,0,0,1,4,1,0,1,40,40,40.0,-43.16043152,3.173017404e-13,QCQ,4,2,2,240,80,40,False,1.0,1.0,0.973125,0.5
QPLIB_1507,Solution found by SCIP,Nick Sahinidis,30,33,0,0,0,30,0,0,0,30,0,0,0,min,30,30,990,900,900,30,446,30,8,22,quadratic,indefinite,indefinite,0,0,30,3,30,0,1,30,30,30.0,-8.301376966,3.885780586e-16,QCQ,3,31,31,1020,930,30,False,1.0,1.0,0.9577777777777777,0.26666666666666666
QPLIB_1535,Solution found by SCIP,Nick Sahinidis,60,66,0,0,0,60,0,0,0,60,0,0,0,min,60,60,3957,3600,3600,60,1727,59,30,30,quadratic,indefinite,indefinite,0,0,60,6,60,0,1,60,60,60.0,-11.5861351,1.558308482e-10,QCQ,6,61,61,4017,3660,60,False,0.9992537313432835,1.0,0.9430555555555555,0.5
QPLIB_1619,Solution found by SCIP,Nick Sahinidis,50,30,0,0,0,50,0,0,0,50,0,0,0,min,50,50,1499,1250,2500,50,1217,46,25,25,quadratic,indefinite,indefinite,0,0,25,5,25,0,1,50,50,50.0,-9.217302263,1.202958844e-10,QCQ,5,26,26,1549,1300,50,False,0.9993548387096775,1.0,0.9552,0.5
QPLIB_1661,Solution found by SCIP,Nick Sahinidis,60,13,0,0,0,60,0,0,0,60,0,0,0,min,60,60,778,60,3592,60,1746,59,30,30,quadratic,indefinite,indefinite,0,0,1,12,1,0,1,60,60,60.0,-15.95489773,3.782830715e-10,QCQ,12,2,2,838,120,60,False,0.9976190476190476,1.0,0.9536111111111111,0.5
QPLIB_1675,Solution found by SCIP,Nick Sahinidis,60,13,0,0,0,60,0,0,0,60,0,0,0,min,60,60,776,60,2640,48,896,36,31,29,quadratic,indefinite,indefinite,0,0,1,12,1,0,1,60,60,60.0,-75.66868248,6.711013342e-11,QCQ,12,2,2,836,120,60,False,0.9952380952380953,1.0,0.48777777777777775,0.5166666666666667
QPLIB_1703,Solution found by SCIP,Nick Sahinidis,60,36,0,0,0,60,0,0,0,60,0,0,0,min,60,60,2160,1800,3600,60,1792,59,31,29,quadratic,indefinite,indefinite,0,0,30,6,30,0,1,60,60,60.0,-132.8020247,1.506189617e-11,QCQ,6,31,31,2220,1860,60,False,1.0,1.0,0.9791666666666666,0.5166666666666667
QPLIB_1745,Solution found by SCIP,Nick Sahinidis,50,55,0,0,0,50,0,0,0,50,0,0,0,min,50,50,2747,2500,2500,50,623,27,25,25,quadratic,indefinite,indefinite,0,0,50,5,50,0,1,50,50,50.0,-72.37658976,1.421085472e-14,QCQ,5,51,51,2797,2550,50,False,0.9989285714285714,1.0,0.4876,0.5
QPLIB_1773,Solution found by ANTIGONE,Nick Sahinidis,60,7,0,0,0,60,0,0,0,60,0,0,0,min,60,60,420,60,3590,60,1734,56,30,30,quadratic,indefinite,indefinite,0,0,1,6,1,0,1,60,60,60.0,-14.64186129,6.732312485e-10,QCQ,6,2,2,480,120,60,False,1.0,1.0,0.9477777777777778,0.5
QPLIB_1886,Solution found by SCIP,Nick Sahinidis,50,50,0,0,0,50,0,0,0,50,0,0,0,min,50,50,2500,2500,1250,0,625,0,25,25,quadratic,indefinite,indefinite,0,0,50,0,50,0,1,50,50,50.0,-78.67156135,2.677147393e-11,QCQ,0,51,51,2550,2550,50,False,1.0,1.0,0.5,0.5
QPLIB_1913,Solution found by SCIP,Nick Sahinidis,48,48,0,0,0,48,0,0,0,48,0,0,0,min,48,48,2304,2304,1152,0,287,0,24,24,quadratic,indefinite,indefinite,0,0,48,0,48,0,1,48,48,48.0,-52.1084813,3.552713679e-15,QCQ,0,49,49,2352,2352,48,False,1.0,1.0,0.24913194444444445,0.5
QPLIB_1922,Solution found by SCIP,Nick Sahinidis,30,60,0,0,0,30,0,0,0,30,0,0,0,min,30,30,1800,1800,450,0,223,0,15,15,quadratic,indefinite,indefinite,0,0,60,0,60,0,1,30,30,30.0,-35.9505868,1.323385845e-13,QCQ,0,61,61,1830,1830,30,False,1.0,1.0,0.4955555555555556,0.5
QPLIB_1931,Solution found by SCIP,Nick Sahinidis,40,40,0,0,0,40,0,0,0,40,0,0,0,min,40,40,1600,1600,800,0,399,0,20,20,quadratic,indefinite,indefinite,0,0,40,0,40,0,1,40,40,40.0,-55.70887522,5.101590261e-10,QCQ,0,41,41,1640,1640,40,False,1.0,1.0,0.49875,0.5
QPLIB_1940,Solution found by SCIP,Nick Sahinidis,48,96,0,0,0,48,0,0,0,48,0,0,0,min,48,48,4608,4607,1152,0,288,0,24,24,quadratic,indefinite,indefinite,0,0,96,0,96,0,1,48,48,48.0,-38.31010813,1.261537541e-10,QCQ,0,97,97,4656,4655,48,False,1.0,0.9997852233676976,0.25,0.5
QPLIB_1967,Solution found by SCIP,Nick Sahinidis,50,75,0,0,0,50,0,0,0,50,0,0,0,min,50,50,3750,3750,2500,50,1272,50,25,25,quadratic,indefinite,indefinite,0,0,75,0,75,0,1,50,50,50.0,-107.5813416,1.088089618e-10,QCQ,0,76,76,3800,3800,50,False,1.0,1.0,0.9976,0.5
QPLIB_1976,Solution found by SCIP,Pierre Bonami,152,152,152,0,0,151,151,0,0,0,0,0,0,min,151,151,543,151,1600,0,800,0,58,93,quadratic,indefinite,indefinite,0,0,16,136,16,0,16,2,16,9.4375,-9594.0,0.0,QBQ,136,17,17,694,302,0,False,0.029841761265909872,0.11764705882352941,0.07017236086136573,0.3815789473684211
QPLIB_2017,Solution found by ANTIGONE,Pierre Bonami,252,252,252,0,0,251,251,0,0,0,0,0,0,min,251,251,923,251,3456,0,1728,0,99,152,quadratic,indefinite,indefinite,0,0,21,231,21,0,21,2,21,11.952381,-22984.0,0.0,QBQ,231,22,22,1174,502,0,False,0.018413953196561892,0.09090909090909091,0.054856272122664716,0.39285714285714285
QPLIB_2022,Solution found by ANTIGONE,Pierre Bonami,275,275,275,0,0,274,274,0,0,0,0,0,0,min,274,274,1011,274,3934,0,1967,0,106,168,quadratic,indefinite,indefinite,0,0,22,253,22,0,22,2,22,12.454545,-22747.5,0.0,QBQ,253,23,23,1285,548,0,False,0.016930171277997366,0.08695652173913043,0.05240023442911183,0.38545454545454544
QPLIB_2029,Solution found by ANTIGONE,Pierre Bonami,299,299,299,0,0,298,298,0,0,0,0,0,0,min,298,298,1103,298,4502,0,2251,0,120,178,quadratic,indefinite,indefinite,0,0,23,276,23,0,23,2,23,12.956522,-34704.0,0.0,QBQ,276,24,24,1401,596,0,False,0.015618729096989966,0.08333333333333333,0.05069591459844151,0.4013377926421405
QPLIB_2036,Solution found by LOCALSOLVER,Pierre Bonami,324,324,324,0,0,323,323,0,0,0,0,0,0,min,323,323,1199,323,5042,0,2521,0,127,196,quadratic,indefinite,indefinite,0,0,24,300,24,0,24,2,24,13.458333,-30660.0,0.0,QBQ,300,25,25,1522,646,0,False,0.014453941120607787,0.08,0.048327885822733854,0.39197530864197533
QPLIB_2047,Solution found by SCIP,Pierre Bonami,136,2057,136,0,0,136,136,0,0,0,0,0,0,min,135,0,6392,272,4050,0,0,0,0,0,linear,linear,indefinite,0,0,17,2040,17,0,1,136,136,136.0,1182604.5,0.0,LBQ,2041,17,17,6527,272,0,False,0.02332004230263534,0.11764705882352941,0.0,0.0
QPLIB_2055,Solution found by SCIP,Pierre Bonami,153,2466,153,0,0,153,153,0,0,0,0,0,0,min,152,0,7650,306,4864,0,0,0,0,0,linear,linear,indefinite,0,0,18,2448,18,0,1,153,153,153.0,3389110.0,0.0,LBQ,2449,18,18,7802,306,0,False,0.020670232692455444,0.1111111111111111,0.0,0.0
QPLIB_2060,Solution found by SCIP,Pierre Bonami,171,2926,171,0,0,171,171,0,0,0,0,0,0,min,170,0,9063,342,5780,0,0,0,0,0,linear,linear,indefinite,0,0,19,2907,19,0,1,171,171,171.0,2528144.0,0.0,LBQ,2908,19,19,9233,342,0,False,0.018446925878641485,0.10526315789473684,0.0,0.0
QPLIB_2067,Solution found by SCIP,Pierre Bonami,190,3440,190,0,0,190,190,0,0,0,0,0,0,min,189,0,10640,380,6804,0,0,0,0,0,linear,linear,indefinite,0,0,20,3420,20,0,1,190,190,190.0,3311060.0,0.0,LBQ,3421,20,20,10829,380,0,False,0.016563422505697548,0.1,0.0,0.0
QPLIB_2073,Solution found by SCIP,Pierre Bonami,210,4011,210,0,0,210,210,0,0,0,0,0,0,min,209,0,12390,420,7942,0,0,0,0,0,linear,linear,indefinite,0,0,21,3990,21,0,1,210,210,210.0,7600750.0,0.0,LBQ,3991,21,21,12599,420,0,False,0.014953947680767223,0.09523809523809523,0.0,0.0
QPLIB_2077,Solution found by SCIP,Pierre Bonami,231,4642,231,0,0,231,231,0,0,0,0,0,0,min,229,0,14322,462,9160,0,0,0,0,0,linear,linear,indefinite,0,0,22,4620,22,0,1,231,231,231.0,2373966.0,0.0,LBQ,4621,22,22,14551,462,0,False,0.013566948522796034,0.09090909090909091,0.0,0.0
QPLIB_2085,Solution found by GUROBI,Pierre Bonami,253,5336,253,0,0,253,253,0,0,0,0,0,0,min,250,0,16445,506,10500,0,0,0,0,0,linear,linear,indefinite,0,0,23,5313,23,0,1,253,253,253.0,7034580.0,0.0,LBQ,5314,23,23,16695,506,0,False,0.012364276239926947,0.08695652173913043,0.0,0.0
QPLIB_2087,Solution found by SCIP,Pierre Bonami,276,6096,276,0,0,276,276,0,0,0,0,0,0,min,276,0,18768,552,12144,0,0,0,0,0,linear,linear,indefinite,0,0,24,6072,24,0,1,276,276,276.0,3312579.0,0.0,LBQ,6073,24,24,19044,552,0,False,0.011317041167787437,0.08333333333333333,0.0,0.0
QPLIB_2096,Solution found by GUROBI,Pierre Bonami,300,6925,300,0,0,300,300,0,0,0,0,0,0,min,295,0,21300,600,13570,0,0,0,0,0,linear,linear,indefinite,0,0,25,6900,25,0,1,300,300,300.0,7064664.0,0.0,LBQ,6901,25,25,21595,600,0,False,0.010393204350755606,0.08,0.0,0.0
QPLIB_2165,Solution found by ANTIGONE,Polip2011,2059,2049,683,0,0,1366,0,0,0,0,683,0,0,min,683,0,10245,1366,1366,0,0,0,0,0,linear,linear,indefinite,0,0,683,1366,683,0,683,2,2,2.0,11.0,5.684341886e-14,LMQ,1367,683,683,10928,1366,1376,False,0.0025889906300714293,0.0014641288433382138,0.0,0.0
QPLIB_2166,Solution found by SCIP,Polip2011,1042,1035,345,0,0,690,0,0,0,0,345,0,0,min,345,0,4131,690,690,0,0,0,0,0,linear,linear,indefinite,0,0,345,690,345,0,345,2,2,2.0,85.0,4.263256415e-12,LMQ,691,345,345,4476,690,697,False,0.004146317965895701,0.002898550724637681,0.0,0.0
QPLIB_2167,Solution found by SCIP,Polip2011,192,183,61,0,0,122,0,0,0,0,61,0,0,min,61,0,801,122,122,0,0,0,0,0,linear,linear,indefinite,0,0,61,122,61,0,61,2,2,2.0,6.0,2.842170943e-14,LMQ,123,61,61,862,122,131,False,0.024399909420289856,0.01639344262295082,0.0,0.0
QPLIB_2168,Solution found by GUROBI,Polip2011,652,642,214,0,0,428,0,0,0,0,214,0,0,min,214,0,2818,428,428,0,0,0,0,0,linear,linear,indefinite,0,0,214,428,214,0,214,2,2,2.0,36.0,2.473825589e-10,LMQ,429,214,214,3032,428,438,False,0.007232203341316109,0.004672897196261682,0.0,0.0
QPLIB_2169,Solution submitted by Gioni Mexi,Polip2011,905,891,297,0,0,594,0,0,0,0,297,0,0,min,297,0,4611,594,594,0,0,0,0,0,linear,linear,indefinite,0,0,297,594,297,0,297,2,2,2.0,29.0,1.382431947e-10,LMQ,595,297,297,4908,594,608,False,0.006079825582835765,0.003367003367003367,0.0,0.0
QPLIB_2170,Solution found by SCIP,Polip2011,1087,1053,351,0,0,702,0,0,0,0,351,0,0,min,351,0,12619,702,702,0,0,0,0,0,linear,linear,indefinite,0,0,351,702,351,0,351,2,2,2.0,6.0,2.273736754e-12,LMQ,703,351,351,12970,702,736,False,0.011320609794204057,0.002849002849002849,0.0,0.0
QPLIB_2171,Solution found by SCIP,Polip2011,455,450,150,0,0,300,0,0,0,0,150,0,0,min,150,0,1500,300,300,0,0,0,0,0,linear,linear,indefinite,0,0,150,300,150,0,150,2,2,2.0,25.0,1.705302566e-13,LMQ,301,150,150,1650,300,305,False,0.008040739748056821,0.006666666666666667,0.0,0.0
QPLIB_2173,Solution found by SCIP,Polip2011,651,645,215,0,0,430,0,0,0,0,215,0,0,min,215,0,2361,430,430,0,0,0,0,0,linear,linear,indefinite,0,0,215,430,215,0,215,2,2,2.0,11.0,2.131628207e-14,LMQ,431,215,215,2576,430,436,False,0.0061253703518758945,0.004651162790697674,0.0,0.0
QPLIB_2174,Solution submitted by Gioni Mexi,Polip2011,2313,2304,768,0,0,1536,0,0,0,0,768,0,0,min,768,0,9989,1536,1536,0,0,0,0,0,linear,linear,indefinite,0,0,768,1536,768,0,768,2,2,2.0,150.0,2.358113704e-12,LMQ,1537,768,768,10757,1536,1545,False,0.002017644306020953,0.0013020833333333333,0.0,0.0
QPLIB_2181,Solution found by SCIP,Polip2011,280,270,90,0,0,180,0,0,0,0,90,0,0,min,90,0,1341,180,180,0,0,0,0,0,linear,linear,indefinite,0,0,90,180,90,0,90,2,2,2.0,22.0,9.094947018e-13,LMQ,181,90,90,1431,180,190,False,0.01885872430152873,0.011111111111111112,0.0,0.0
QPLIB_2187,Solution found by ANTIGONE,Polip2011,285,270,90,0,0,180,0,0,0,0,90,0,0,min,90,0,1786,180,180,0,0,0,0,0,linear,linear,indefinite,0,0,90,180,90,0,90,2,2,2.0,13.0,5.684341886e-14,LMQ,181,90,90,1876,180,195,False,0.024289506052955268,0.011111111111111112,0.0,0.0
QPLIB_2192,Solution found by ANTIGONE,Polip2011,290,270,90,0,0,180,0,0,0,0,90,0,0,min,90,0,2232,180,180,0,0,0,0,0,linear,linear,indefinite,0,0,90,180,90,0,90,2,2,2.0,10.0,3.019806627e-14,LMQ,181,90,90,2322,180,200,False,0.029545743733299403,0.011111111111111112,0.0,0.0
QPLIB_2195,Solution found by ANTIGONE,Polip2011,295,270,90,0,0,180,0,0,0,0,90,0,0,min,90,0,2676,180,180,0,0,0,0,0,linear,linear,indefinite,0,0,90,180,90,0,90,2,2,2.0,9.0,1.847411113e-13,LMQ,181,90,90,2766,180,205,False,0.03459878666583276,0.011111111111111112,0.0,0.0
QPLIB_2202,Solution found by ANTIGONE,Polip2011,275,270,90,0,0,180,0,0,0,0,90,0,0,min,90,0,894,180,180,0,0,0,0,0,linear,linear,indefinite,0,0,90,180,90,0,90,2,2,2.0,30.0,2.842170943e-14,LMQ,181,90,90,984,180,185,False,0.013203622945320362,0.011111111111111112,0.0,0.0
QPLIB_2203,Solution found by ANTIGONE,Polip2011,305,300,100,0,0,200,0,0,0,0,100,0,0,min,100,0,993,200,200,0,0,0,0,0,linear,linear,indefinite,0,0,100,200,100,0,100,2,2,2.0,33.0,1.421085472e-14,LMQ,201,100,100,1093,200,205,False,0.011905669625837372,0.01,0.0,0.0
QPLIB_2204,Solution found by ANTIGONE,Polip2011,335,330,110,0,0,220,0,0,0,0,110,0,0,min,110,0,1092,220,220,0,0,0,0,0,linear,linear,indefinite,0,0,110,220,110,0,110,2,2,2.0,38.0,2.842170943e-14,LMQ,221,110,110,1202,220,225,False,0.01084005952112549,0.00909090909090909,0.0,0.0
QPLIB_2205,Solution submitted by Gioni Mexi,Polip2011,2884,2874,958,0,0,1916,0,0,0,0,958,0,0,min,958,0,12055,1916,1916,0,0,0,0,0,linear,linear,indefinite,0,0,958,1916,958,0,958,2,2,2.0,88.0,0.0,LMQ,1917,958,958,13013,1916,1926,False,0.0015694385816800338,0.0010438413361169101,0.0,0.0
QPLIB_2206,Solution found by ALPHAECP,Polip2011,615,582,194,0,0,388,0,0,0,0,194,0,0,min,194,0,7285,388,388,0,0,0,0,0,linear,linear,indefinite,0,0,194,388,194,0,194,2,2,2.0,15.0,6.060929536e-12,LMQ,389,194,194,7479,388,421,False,0.020859306363218005,0.005154639175257732,0.0,0.0
QPLIB_2315,Solution found by LOCALSOLVER,Polip2011,595,13090,595,0,0,595,595,0,0,0,0,0,0,min,595,595,39270,0,26466,0,13233,0,266,329,quadratic,indefinite,linear,0,0,0,13090,0,0,1,595,595,595.0,-29432.0,0.0,QBL,13090,1,1,39865,595,0,False,0.005118020013749905,1.0,0.07475743238471859,0.4470588235294118
QPLIB_2353,Solution found by SCIP,Polip2011,240,2240,147,0,0,240,147,0,0,93,0,0,0,min,240,240,6720,0,13652,0,6826,0,120,120,quadratic,indefinite,linear,0,0,0,2240,0,0,1,240,240,240.0,-1674.0,0.0,QML,2240,1,1,6960,240,93,False,0.012940651494868362,1.0,0.23701388888888889,0.5
QPLIB_2357,Solution found by SCIP,Polip2011,240,2240,240,0,0,240,240,0,0,0,0,0,0,min,240,240,6720,0,4508,0,2254,0,120,120,quadratic,indefinite,linear,0,0,0,2240,0,0,1,240,240,240.0,-647.0,0.0,QBL,2240,1,1,6960,240,0,False,0.012940651494868362,1.0,0.07826388888888888,0.5
QPLIB_2359,Solution found by SCIP,Polip2011,306,3264,306,0,0,289,289,0,0,0,0,0,0,min,289,289,9792,0,3480,0,1740,0,136,136,quadratic,indefinite,linear,0,0,0,3264,0,0,1,289,289,289.0,-648.0,0.0,QBL,3264,1,1,10081,289,0,False,0.010090182065679769,1.0,0.04166616779013661,0.4444444444444444
