name,image,status,detail,variables,binaries,integers,continuous,constraints,instance_digest,manifest_digest,source_qplib_digest
QPLIB_10051,ghcr.io/jij-inc/ommx/v2.8/qplib:10051,published,,150,150,0,0,10,sha256:f1b05eaf50a22a8f7450c757852fa2a6f5ea93bb39dec3099d2c2f9ca9353425,sha256:64b5e2e2141b8cc8164f5565354e0e3e6cde5f2c351a9c8ac2d9a6e0abe6d790,sha256:7e9bb978da1f47568ab0732a29a4e2b02be2d5317ac309f605f2087f332f019c
QPLIB_10052,ghcr.io/jij-inc/ommx/v2.8/qplib:10052,published,,150,150,0,0,6,sha256:c998218aa748018f9c25877477b49363cbe02e2da21484f806a8b5aacdea8635,sha256:77d3a97bc8cbb874daeb77b7622e8e766332a9e15ec300f37cdea2c95393e962,sha256:264b04f9804c2869fc68b6a507abd9008d00e9b6f92439bc08ecba667412c859
QPLIB_10053,ghcr.io/jij-inc/ommx/v2.8/qplib:10053,published,,150,150,0,0,10,sha256:1f3b4026af5572a908e31f39b3a1a9fb31526bc9cb919889185305afda3a9b61,sha256:d354b61ef4f2636287fdd03ae4a3786abb26a04de035f67829111760242e73c4,sha256:c2a5a690959239bce73e8722ea7db6c7639250748f53d8630094a15d786f92b5
QPLIB_10054,ghcr.io/jij-inc/ommx/v2.8/qplib:10054,published,,175,175,0,0,11,sha256:d87667e97bb6861b8834be16c148516c4cd4e46685a61273911cac7816dd22d3,sha256:9db5b9e36fb9dbd7e9c5bdd91e67ee2b4e7c2c3b9134955c06ccf46fab4684e3,sha256:a60f3bf3cd0a5a8ac96537e1557c79961114de2d4c9812ed9dee398ebf66263e
QPLIB_10055,ghcr.io/jij-inc/ommx/v2.8/qplib:10055,published,,175,175,0,0,5,sha256:d90f5037202b8aa3691d842507be337ec96bcce8eb5343a8e53bce64d5516c5e,sha256:df5207b8d2f67acc6bc4a6094d46040ea81e74161ac61654f37fc0879a69d616,sha256:0a712d82763c6c5911ecac740e5047d7ddb7b830502fb2896934358e4d0f1a16
QPLIB_10056,ghcr.io/jij-inc/ommx/v2.8/qplib:10056,published,,175,175,0,0,5,sha256:f2b3d1735d50fcdb8ef1e1b42731ad504f189dc64e99a5f9f2f26c6d4942544f,sha256:25a2011769dd40a42ededf082ea300c930eb4abe8117d80cf54ec0791f9e4a5a,sha256:83d0301c758e2b0dffb43a2c2cd550812114e5151cb1577b2e9b36c9984710f1
QPLIB_10057,ghcr.io/jij-inc/ommx/v2.8/qplib:10057,published,,200,200,0,0,11,sha256:aaaa2f04aa3f7e1baa4cced8c9955e59939da35a7266411e5ab1cca417bca710,sha256:ecbd75a893c0f804ffd25c72848b1be46d857e621a677bcf8be7b2bd65e97fae,sha256:97a2bf322ecde23896b649efdd5228d9cf8f528df9cc5a1a96d2369f38e12734
QPLIB_10058,ghcr.io/jij-inc/ommx/v2.8/qplib:10058,published,,200,200,0,0,11,sha256:4eff3f5cd193cdbaa2032169ec03280fb79fe9b8a29ca815a00a0a9c07e8f229,sha256:2cd4b2d5b4ef8f9cad11dbaf579460faffd5a4fb2edd38a9d8c66c46227688fe,sha256:b17cd47bc8c1a21fa4d464fdada2a79d69b90bc686d9c075178ade76e929f0f1
QPLIB_10059,ghcr.io/jij-inc/ommx/v2.8/qplib:10059,published,,200,200,0,0,10,sha256:f99c08b6216a0b23b487d76dbdab412b78cee35f02a20f9b24087cdd16e8cf64,sha256:bc79421a27824752715e5d5211ed2b845fc5c186ec9597e2eb29ad7132de9a5a,sha256:194d55492b3c221bf87ed891344852b280f5f0fcf3c8d78fe9d331d4634774bb
QPLIB_10060,ghcr.io/jij-inc/ommx/v2.8/qplib:10060,published,,200,200,0,0,10,sha256:49cd3cbc68633a2f4f3530ffaa923d2874401b28dec3529e04a221553698b4bd,sha256:0b08e9780bade3a52cc1d3a42ef2239da0350cd39dfda9fd41d2ac8028709151,sha256:d5f398543d8e11622e89925fb8522bd10667d5e8562fc3e17cfa5fcd84b7a8d8
QPLIB_10061,ghcr.io/jij-inc/ommx/v2.8/qplib:10061,published,,200,200,0,0,5,sha256:95373f5c5f9e8e5a10e6f735de40876fd9cc15bb3ac190f7d8ff0b3e8306c38c,sha256:baf38d649851901c643233f4f479fd133d9d1d20ad29b2d3146990fd54523c1f,sha256:201d5389dd974773e06b5f861c47157eeeb282cdd1560092f4f63d15a46afd7f
QPLIB_10062,ghcr.io/jij-inc/ommx/v2.8/qplib:10062,published,,200,200,0,0,10,sha256:395fb3f91436367a25e278eebfaf506bcc9036039a476911077c70cc5e5dc2a8,sha256:51d1dd3168c21a65927fbe881db1986371b7ec1a83c2a2040e6dfefa4e4827c3,sha256:8a681ad81aacd8870a7fd69d44ce8d81896b6a805fa14505fc45dcfad7ea67df
QPLIB_10063,ghcr.io/jij-inc/ommx/v2.8/qplib:10063,published,,200,200,0,0,5,sha256:e8bee6da9452bf4d868610340504d309a69eb48ebf14fa39f5e4ae23a4fa1ef7,sha256:1ed262f8dbfb5e134e65f5074ecd21c767d9c92dc2a1098b4c9549977cf8bb12,sha256:e13fe52e6d0716a294fff6786e08325fd64a98f4d5f3c9a4efc511c19880e4d9
QPLIB_10064,ghcr.io/jij-inc/ommx/v2.8/qplib:10064,published,,200,200,0,0,11,sha256:60831dc5be93ae3c433593d6a7a90d8365dba828e24ef9ffadb19a73be612135,sha256:cec2c0c1732bcb034af387481f497ef709d01142d3bd934c825c7d709561ff95,sha256:9d3bfa7379e72bda075932f5b724ef2a9aa66453f55d1c1a1c6c4b3e8ea9bf4a
QPLIB_10065,ghcr.io/jij-inc/ommx/v2.8/qplib:10065,published,,200,200,0,0,11,sha256:439cd15a91f54470a5021951a0252d41492273a53357897be4cf9bb145581fe8,sha256:507c28eaf869419b2b52c0c051c2d93c40de2e483924237a4ba1267a771b7400,sha256:b2acb673f6f46c93e0f2f7620651c3231e3133a4d1fa4b39657541be708a10be
QPLIB_10066,ghcr.io/jij-inc/ommx/v2.8/qplib:10066,published,,200,200,0,0,11,sha256:dc3191e07d9fe37f491315e1448c1ff150b9d65b345293d959b17660f335e013,sha256:f7d3df4728921c8b1eebbfc96bde916cc1cfc7e22b17f75196d3ab5c2ff8a44b,sha256:35227e1632dfacf524a223f0df6519db5a1492575d2aa008e49cc92db57f3c56
QPLIB_10067,ghcr.io/jij-inc/ommx/v2.8/qplib:10067,published,,200,200,0,0,5,sha256:cae427d8c68c7e8ff2d60f5493cd325cf18a664b1159709acd2ed24266eb46c7,sha256:3f5a1d93cc4631c3e4745598b557cc716068bf27bb5e9a62c670c775585be3f9,sha256:f501852a09be78af9797b0bf3a66cb9f49fdeff8eb9e31f308cb8466eab4d7bb
QPLIB_10068,ghcr.io/jij-inc/ommx/v2.8/qplib:10068,published,,200,200,0,0,11,sha256:c03636af132c1477254074f66190aa0973ce077636f4b289ed902a21293161cd,sha256:8e84702a0d0d4c7e86edf925b28666afd4edf74d3c9a935ebd15c693c600cb5f,sha256:145d3c299d2a9ddddc8ad6704367501b3e962288830a84e8b0779481d9a3b324
QPLIB_10069,ghcr.io/jij-inc/ommx/v2.8/qplib:10069,published,,200,200,0,0,10,sha256:af5ff5aa4b6fe0bf02961ea5a5fc3433aa2b6ab025388996c00accdebc1a8342,sha256:fce7d44eab6b14fe018f87d7572ce6c2b63beafe107b1352b126e7dbf53fd75d,sha256:19d444d1100502924ec41cec815c92a89781b05958a8127f95ba53ffccfcda67
QPLIB_10070,ghcr.io/jij-inc/ommx/v2.8/qplib:10070,published,,200,200,0,0,11,sha256:75ec6eb6c7317072a4e24977f946ae429f139dc2521965eedd2d32c19137c0cf,sha256:8338fe9370b85257542338ab0524e7fa02fdfe5a1ad05d2dacb8cb0cb7673497,sha256:f1168a9c31c33dd4636748a330f9a4aeaa38e4e30bde8f1e17a516c47deba3cd
QPLIB_10071,ghcr.io/jij-inc/ommx/v2.8/qplib:10071,published,,200,200,0,0,11,sha256:6e67858e5fa6abcaf4fed8ee3985a191e79ae0517d10664fd1a81ff315dd1f5c,sha256:3bb64f0df7f03481d1ea224242021c93a1057ff73aa900a6564f6ef93ca8da07,sha256:fb3e4b7c29754fb8796c02d9b6d378a6fa3af3319e23d03cdad633c83f69f7d1
QPLIB_10072,ghcr.io/jij-inc/ommx/v2.8/qplib:10072,published,,75,75,0,0,10,sha256:52b50276305a9e54195f22797d9bdab3c491fc6d5a98446882719c2c21b3916b,sha256:ec50ff1c072c816c73e23c751c417b13cd3dbdef9e669750f4bbaf96e6349728,sha256:39e35539d4015a68b35df4b3aa6e3b146d17b13de45e0675bcab6e34fdd3385c
QPLIB_10073,ghcr.io/jij-inc/ommx/v2.8/qplib:10073,published,,75,75,0,0,6,sha256:5e44f6355bbab5c74f32557a93c01b84931586a8fdaaa95e0df0a1345fd93178,sha256:70b71fdf23e0571a5be12a0000f339d4337839b56d7e1654efd39ba6355f6615,sha256:4d9efa03cca2901014904d160e6b8ad0e6856fa230a6cb246e194cbcc1b9abfa
QPLIB_10074,ghcr.io/jij-inc/ommx/v2.8/qplib:10074,published,,75,75,0,0,10,sha256:6d455cfe8c203db107ad8d112eaadb49aa5412a68d2d56c3192ee13cf3ab0ddc,sha256:473f0234dd9e83ba8231730b779d2f6ca09142c7fcd4f1b28826a27451083574,sha256:e67572afdc79546cbf1af7ae16bdc246a9a7df04562a29567f549145eeacbc8c
QPLIB_1055,ghcr.io/jij-inc/ommx/v2.8/qplib:1055,published,,40,0,0,40,20,sha256:5b2feaf8ab7b60ef9f092d3f58e0abb3e0ac65de17c6451354fe9c226d86c912,sha256:8cc67f1900445bd7f2996b3b1c20cbf4257a61421592c207d3de3eb0cc8f9693,sha256:98785174de0dd8ec3f86910c8ebb6e84908b506ec7397998236691c3d634dc8f
QPLIB_1143,ghcr.io/jij-inc/ommx/v2.8/qplib:1143,published,,40,0,0,40,28,sha256:9785db30f35fb4fe3c7d5aad26d7df8e7cec01814027012c01772da2b50ae032,sha256:27b36aa2ad17ac3cd4d773e3bf891d293130a632517839d9d1f574828dbdcd46,sha256:3f5b82fabc8fa3b69fc48ae8d7918f1d2d5b818aaecf90c15ccc44e72af14721
QPLIB_1157,ghcr.io/jij-inc/ommx/v2.8/qplib:1157,published,,40,0,0,40,17,sha256:ddf6cfd6da513c76623907bc084504e4fc697e57b66018fbbd7b86d52b6c234d,sha256:c8ecc36f28991d1696a1056cfc70a1d47d09889edd6a95298a37e52f5aeb9be8,sha256:1fe95a863d82b2a2dcd6489a6c289c95564c2f51043ee1f6afc4897777446f60
QPLIB_1353,ghcr.io/jij-inc/ommx/v2.8/qplib:1353,published,,50,0,0,50,11,sha256:f54e44f004d0fef5c6700629c757a8797f8bfb2c92d340d665c07eb87561ca5a,sha256:3ac6114a99da45035f79474b363c867177d6b77b450b726a150b91f6e5893452,sha256:43ded7eed46f8c6ab7e0f6d5cfc2df34d078b6afb7ca4fef8f964712cfc48db9
QPLIB_1423,ghcr.io/jij-inc/ommx/v2.8/qplib:1423,published,,40,0,0,40,28,sha256:ed3a5bda63479162acb9d985900b73423beb133d8dde1ac8fcea23f064239f4b,sha256:f6b0ac738d3b62f65349a79f0a4368650fe0450f618f30f0466ff0f6ba39a877,sha256:5184617d3dde31f90fe69708ef90b6f5fb48c57ba150c9a884312beb18bd5b4e
QPLIB_1437,ghcr.io/jij-inc/ommx/v2.8/qplib:1437,published,,50,0,0,50,21,sha256:453d76b8496452c50d85e289b50fcad869b38cf6015551335bef0b7fa7fed4ac,sha256:6a3c027e165b737121c5849751ea219ad53458071a7fcabce7b08baf994f22b7,sha256:638198e1290d2b9c34a6cb9500240a684ca0adbf53e7450dfc1e03a8be174c38
QPLIB_1451,ghcr.io/jij-inc/ommx/v2.8/qplib:1451,published,,60,0,0,60,72,sha256:201844d0ca0d55f0b509cc82e1f04bf98bcd693bb90071b56c98b08fc8da5d9e,sha256:31be2127e8817c04e4ac19f35404da0046dc87c32ab094857d6632f559b51305,sha256:6c0e89996e8f8f7ce2faaca39b14c16be3525216e0fa40749eb79ae361cebc8e
QPLIB_1493,ghcr.io/jij-inc/ommx/v2.8/qplib:1493,published,,40,0,0,40,9,sha256:394439a0dccea50e9f5f3c4e08359b201871c8d00f2494ef839039f550a5aa79,sha256:f192388c5855779de9e19cac9afd9e9296442744d79ad41f9f889696cb976d66,sha256:3b42a3399579069f47f8e5ea6262b64320f60843a15cdaf4c3fbefe6a27b858d
QPLIB_1507,ghcr.io/jij-inc/ommx/v2.8/qplib:1507,published,,30,0,0,30,36,sha256:99b6565b7ef6153f1063697d25f24daf42adb19a73650a97fa85c25bc9a767fe,sha256:509314d27937d17c53412bde2c757d617c4494956b5ddc05aa9bbb72ae5ad539,sha256:356fa9956ef76d02b589deaa5eab2c078b2cdc3a28b96930048284dffd54b9c9
QPLIB_1535,ghcr.io/jij-inc/ommx/v2.8/qplib:1535,published,,60,0,0,60,72,sha256:b41346014e76bbfd76a8520e19e5cb6932ff35106d617621f18e246f2e206fca,sha256:616d40af8626e2bf8f9ad32dd0edea84730608f3e77aef911b99ca3c15c38d60,sha256:66d9ba7508aabf03c246b0d2c3c2025bfecc855ecc1967a1cb4f7dfd593cd5e1
QPLIB_1619,ghcr.io/jij-inc/ommx/v2.8/qplib:1619,published,,50,0,0,50,35,sha256:13a6859a4d532c17dc1796dea478ddf42c6d1f48c9ea94baacfc0ad89a01c649,sha256:c417c6160cd778b687453734db27372a592bfd7d5dcf9c0abe3d7b9f642096ce,sha256:d0d22b77df13b85940a05376cec3a4afb8aa0412ddb39d89457969c95d1360f9
QPLIB_1661,ghcr.io/jij-inc/ommx/v2.8/qplib:1661,published,,60,0,0,60,25,sha256:fe8bea5c97292a59a0c4eebebd6eaf4a74a483e01068e5e5fa079d0337e9dc5b,sha256:3e0adfd82d5f9da93567659f3410165581f946c1dc9e8e33906b89f3ee3f4e2a,sha256:716defd8f6799adb826d4c66fc09483d738be1847030a6850174321f120052e6
QPLIB_1675,ghcr.io/jij-inc/ommx/v2.8/qplib:1675,published,,60,0,0,60,25,sha256:e78fcbbb3e8b0e43982eb886b45dc1b2c7d609e97197e4b769e945544cf54342,sha256:ae14604a2e6a55ae17dd0a42dd727c44b5e0f755648ac7213716f7c6cbcf8b1a,sha256:1e32aa95eb998a5d0806a6706e8573576ebd013c299d5e5ebf3ab473e94a5179
QPLIB_1703,ghcr.io/jij-inc/ommx/v2.8/qplib:1703,published,,60,0,0,60,42,sha256:6ffac3b60a4c7f6da0d53fe92fe62ba53985825a7310ee49e63d35cc3c2a0c92,sha256:8b3017de9d529d808de1f8d2e4cf0b6ff7f508171c10d0c0a3bb9ed2f732a4aa,sha256:b181c058dd67943d8a29ca79dda6e69d52dbfc28f5bcf7837e45a9d0fbf42c74
QPLIB_1745,ghcr.io/jij-inc/ommx/v2.8/qplib:1745,published,,50,0,0,50,60,sha256:ce989793994582e4b29011867cbdf4c8345a4226aa3aeb8cfed1c6711f15355b,sha256:829c0fc8183e8beb801eb2e59a3e8666993eecc865ea5329580e5988268a0c45,sha256:4618cb67f026d446ada91ef353d0f73af3ff15529e6b585cd61552e782acfd33
QPLIB_1773,ghcr.io/jij-inc/ommx/v2.8/qplib:1773,published,,60,0,0,60,13,sha256:1e5c58e0a2f7d16b842fa63d05b09e1a4d8aae35cfa7b3220a3cfb3fd64bb7d0,sha256:3535a216b2a2dffad0d449220f14504f638bc8f781ebb237a366bc42cd6568db,sha256:8a1759a4a2302f012cec405765722dc356ce2d507e9ed02ac917eabae09bcbef
QPLIB_1886,ghcr.io/jij-inc/ommx/v2.8/qplib:1886,published,,50,0,0,50,50,sha256:3d5d025b2cff63a1901ff10626e34fde364fd7945238fee286dbcd46d25980c4,sha256:5b9f144fea19fe5a355c82f2fe148c7cda4ce0bec82793aa0e615a96a2f19dea,sha256:f5da8fe1883f559b2e2bcf8b5ee6ca17a58f88b84eb2a1937ff2c8b145f4a987
QPLIB_1913,ghcr.io/jij-inc/ommx/v2.8/qplib:1913,published,,48,0,0,48,48,sha256:c7965404214fd6e9b02000d6f7dfcd0386c131cffdcf0c772c71cf0c057d9c38,sha256:09040e6da4b11d3e02c2c500f8be02634e99270e8caa5594a0fcfd029403905c,sha256:c3144b4c65c4f0ab11ff2a0e0564c42db27ae6e5873788bff7d4e3c2e24be3df
QPLIB_1922,ghcr.io/jij-inc/ommx/v2.8/qplib:1922,published,,30,0,0,30,60,sha256:6a8b1d7ef4dab24e9d28c7dbe2d04e436f168f697a26d5c619304575d3cc6f0c,sha256:ed0d9e8176eb790d7d4b5995e4f53ff92f35bc9d7ee0f34a3d9cb24b9c06b2a6,sha256:bb08e4b7a754c756d98307c687ca80ec72f251827b325724ec6242303d19fd9a
QPLIB_1931,ghcr.io/jij-inc/ommx/v2.8/qplib:1931,published,,40,0,0,40,40,sha256:581e1ee742b9f15b605653b692348375f8dca913e1ff56914acd4a72c9fff052,sha256:2678712d41f8a8124a21bc7f0dc297b34c7a2b0ebefb0245d73108f04c675761,sha256:7a52493b75420c234e83cd259535f9d02040f8036aeb016452558c5cfc53e4ed
QPLIB_1940,ghcr.io/jij-inc/ommx/v2.8/qplib:1940,published,,48,0,0,48,96,sha256:a5341fa4f7fdf863d483829da167f8857716e04d23e49360f2412ea25cf61233,sha256:1fe904863fcb3f73bef0011fe81db35b7f6b5614dbdc859238714cb571389c87,sha256:9e95490a09887cadc7d894bcebd44fb8ba6811bfad0bc501a8f86a0726a5497c
QPLIB_1967,ghcr.io/jij-inc/ommx/v2.8/qplib:1967,published,,50,0,0,50,75,sha256:d6cd71fd1655aacf27f1784a808fcf1ab1d1c161d797c306fa91749cff61a270,sha256:addbd3225fbd91a1cd8e3381c91ae88463b2f84fa6d30f5bb5349ba72e920b88,sha256:cc01e15ee8f3121d348aaf88db6ed848ec4f033fb79892c3f0c2c1078b652945
QPLIB_1976,ghcr.io/jij-inc/ommx/v2.8/qplib:1976,published,,152,152,0,0,168,sha256:bb621510eb278903fa6dd3135b1b73ad20b780e93c384b1115cd32fcc20df272,sha256:b3eafbe9ae608744b1f24a80286b743766b98f47708ba6633b92937a081f3e91,sha256:aa10f940977c68690270dd907c4185cbe119effb407f1b8c1050c324d5938a2a
QPLIB_2017,ghcr.io/jij-inc/ommx/v2.8/qplib:2017,published,,252,252,0,0,273,sha256:cf329c108639071ededb1c1df0edd3f2bd3f5cbc0ef0e0e75ba873f10bdfdcf2,sha256:bc3d91fd7f67a1acb7b8c93b77dea3ba6f15e41a3400d4dd4f739ff850f3cc81,sha256:a3ae4855cfdae63970e53ad13a2611475f1ede384a78a1a5bd307ef69577d206
QPLIB_2022,ghcr.io/jij-inc/ommx/v2.8/qplib:2022,published,,275,275,0,0,297,sha256:d1baf2ad6858e844483c6606aa612a3f5838edf9d48a9d30d2335d91a326dc7f,sha256:9d7779490a8a11ae62e6cd5c26ab55b2e80be918579d16fbd413edf54c56d0ba,sha256:5a7be5ea50ad86d1cec020d93d5afe460b5ece548e72e8a3ce653cf2397c8606
QPLIB_2029,ghcr.io/jij-inc/ommx/v2.8/qplib:2029,published,,299,299,0,0,322,sha256:2a1eaa43e66197b16a6ff42a9300a999cbb59fc42e13bcd9a9002ac88a4aa3bb,sha256:ebae31f609c6fd257ed313df716f8bc5c6c3b0f041a21df096f27c13aab8af4f,sha256:4aa0ed9d1263ba636c11b6ba0fe0fef40c97ec259fffc431004e87f77bd3630b
QPLIB_2036,ghcr.io/jij-inc/ommx/v2.8/qplib:2036,published,,324,324,0,0,348,sha256:e319d8eca5f5a9794cb9e90d38dc41d090f810f02db6fba76777312e7596f5d0,sha256:7ac2c0dac27c60cf04420ef5a37332d243b245e50dc81c298562953d52a6ad3e,sha256:899023a0630b8a80fde14a902dade82c683b0373f9e477cf611cf8be16731c4b
QPLIB_2047,ghcr.io/jij-inc/ommx/v2.8/qplib:2047,published,,136,136,0,0,2057,sha256:0160051c17abca32ceb4b30828fff07d103a6a04e2c187c21ff041811979628d,sha256:9edda1495d5486029f697f00a12a01eaab26e3365cd6f2c2c9247d77cecc5cb2,sha256:2811bfa437af8f0930694358b5e028bad0a1cb495cfa0988c7d6d6db0355c2c0
QPLIB_2055,ghcr.io/jij-inc/ommx/v2.8/qplib:2055,published,,153,153,0,0,2466,sha256:e10053111b365eb7127ceeb45d128eb35f52a72c9a992d56b6eeed1462a5dc82,sha256:be0d71009e3cb92c2e139c18e72fc7989b9666fe260e11d23713fb7f7225cc6e,sha256:d9945fc228dd7f2e48876d2c814a15af4005cedaf810b3cd0dc6784c2ccae4cc
QPLIB_2060,ghcr.io/jij-inc/ommx/v2.8/qplib:2060,published,,171,171,0,0,2926,sha256:c7cde1aa85d8cab2f94745a46e4b7b3fde30ad69ac5da5c047ff1f5762787dd8,sha256:4e71bf0e402882205ec901d65bdd84303a9ebf92b4329df34ccced4b849af44b,sha256:0e755dc8e8973195addb1776583aea4135d9dafaca0f336b366abc0165882876
QPLIB_2067,ghcr.io/jij-inc/ommx/v2.8/qplib:2067,published,,190,190,0,0,3440,sha256:76f3b38413e455bf88505c7956c90a238943a40db10bb793dc091c4a09ae56fb,sha256:1c444b9718e93648233868bef7ff493b9eea4cfe90ba600b8c7d52b6d370d011,sha256:e1c07bc476230e411ea386901944f8f3eba4a41074d0c31aac29498bfde54051
QPLIB_2073,ghcr.io/jij-inc/ommx/v2.8/qplib:2073,published,,210,210,0,0,4011,sha256:8aef4d6908c13eeac580f9285304fb88095d2cbc9d6426b48cb05f10875805d4,sha256:c4c51150861855b9e298a10d6b1cd7749b21e4e0f4100fcec618821574e19edb,sha256:ae37977a0c99670e48c60f1329c5dc6f7e33981d7b0fe29b03bd0b353efb69dc
QPLIB_2077,ghcr.io/jij-inc/ommx/v2.8/qplib:2077,published,,231,231,0,0,4642,sha256:20164b027767e8fd814e7fb202498f0b14c689518079e21d975600f36279dc0f,sha256:53211240fcfbc94108e2f0e5b4020a6471c06dedf56d01a5a31737a473aa986c,sha256:aeef2296904ef2072baced560c1037d0678c6d29a173fac1dfa49782b715c3f9
QPLIB_2085,ghcr.io/jij-inc/ommx/v2.8/qplib:2085,published,,253,253,0,0,5336,sha256:7d7a9e506be1099c233ab91980d7cf8f0e12c9a2f5660d20b665d44ac5ddd987,sha256:800b7a65d56fbdfaa7b76b669cea3b66a4f6f7515cb040ee87b45d77d36faf7f,sha256:432da1a3a5ba8f49924a7e455ce1deebd753f5671af58dd89d5b4bf79a76a625
QPLIB_2087,ghcr.io/jij-inc/ommx/v2.8/qplib:2087,published,,276,276,0,0,6096,sha256:996af3018c3708585f80cb67485ec9d8f5d81161bdc4f6e9d45c5fb1f36c9e0e,sha256:3579fd2ba438ab23e617c5d43ca3d35255a67d914f8ad15829f2c89fc8a383d5,sha256:35fb3c26de735ea87524be8f94b8641edfd3063fd2d6972d333b1a3c48cd30a6
QPLIB_2096,ghcr.io/jij-inc/ommx/v2.8/qplib:2096,published,,300,300,0,0,6925,sha256:dcda3624d7f575ac96de8f274df0515cee52f383d60ebe980351ac500957d74d,sha256:48f9ef2a568742b63a5632fecc8c51ae92109d9930f8093887123336b4ad3676,sha256:8eb1773516b091087261771826689fe96a8daa22b2e123bcfa5d2ada39fba92b
QPLIB_2165,ghcr.io/jij-inc/ommx/v2.8/qplib:2165,published,,2059,683,0,1376,3415,sha256:b2e78edf7ad7d5cc67f6dc397d0b20272108122970b362ca10afebcb2f8faf1f,sha256:82f5b45d118c9253538d48099204fdbf4cf6f2390b924eb1d6116c164c3487ee,sha256:950fee4899be162fe36ad2fdefaa3d05d87ed90d223bbe2bc452f095d9a4b9bf
QPLIB_2166,ghcr.io/jij-inc/ommx/v2.8/qplib:2166,published,,1042,345,0,697,1725,sha256:84665d9ae677e146f1df09c32cbe1a55f538b1951fa04b73fce530b0cb2706e2,sha256:e7112827cb69c99776ec09e69d68c4afc9171e9e2ced483dbbd9ed52603d1277,sha256:4ed0e7f848975d3e1e23972a814e6160b26c75f0dec3e3d431a0638bff22e295
QPLIB_2167,ghcr.io/jij-inc/ommx/v2.8/qplib:2167,published,,192,61,0,131,305,sha256:1aa503709992aecf50ebe84378c6834bc3ecb6cdc498f83e266d884768816147,sha256:6434db4b505a6bc11acdc8821490c7ce611573f91837b2667bce853ce87dcfb7,sha256:1ba1b97f8c68b378f3cd36335feca031838e76bf0d1fc955db94b477b0f3131e
QPLIB_2168,ghcr.io/jij-inc/ommx/v2.8/qplib:2168,published,,652,214,0,438,1070,sha256:08d58f7ec49b1fbc72ed7a605f2be295ad1fbfa010100488d679bc67a2283b8b,sha256:7111c3ecc6e1a91231e96f63be263d152aae46e7343c40ab0e98f3511ca12e36,sha256:2fa736179e36d480c6ef1e57f444cad47cd708774c26f0b71d124006ce699a87
QPLIB_2169,ghcr.io/jij-inc/ommx/v2.8/qplib:2169,published,,905,297,0,608,1485,sha256:023fba25fde76c1912a67694d94cf2fcc2da0056900ec2292781e41a79e1e47f,sha256:5771f7176d47648b7104c7324c2eb7f362b223faa93a01b6cde30c3e17ee315e,sha256:0e3025d91db5287f36a27db87ec80bedb47007d9d7b8ae05cc6ed62088cde753
QPLIB_2170,ghcr.io/jij-inc/ommx/v2.8/qplib:2170,published,,1087,351,0,736,1755,sha256:1537b3ad14eb4dca763befacf7b43c0f81172e27b08225cb76e84d31f4c66404,sha256:17678fb38efba9e3575b1f4f75b8e4fb56276bd03be35d6beb0a89a8d1d8fe5f,sha256:848f943124b04901da662d75bf5047cef85b6e83e7c7a326f91f1abc4b5d3901
QPLIB_2171,ghcr.io/jij-inc/ommx/v2.8/qplib:2171,published,,455,150,0,305,750,sha256:5cf18f33076c69b1ee19bb0dc9f7ddfdd0202f998f63ab76beb252c41c0f1332,sha256:66dfe52cc3d9f9149f7212e7ae52c62ee60098465d3c81da2bdb3cc02bbd0ef8,sha256:6659e524c0d4a721336bf7d3775f0daea0d914effd0af37c218700823791ced3
QPLIB_2173,ghcr.io/jij-inc/ommx/v2.8/qplib:2173,published,,651,215,0,436,1075,sha256:21eee279137d20d2fcdf50b5f6e801f4316557db0bac27a8d7f27075bc73fe1f,sha256:75e38a1f9d5e768de063520043b1fa93b1b0d8f9a3c5edf9cb2fdf104f02a92e,sha256:28f51c1ad2015574d95b6842de0c0e902f884644e1e059fee6eed5f95680cf80
QPLIB_2174,ghcr.io/jij-inc/ommx/v2.8/qplib:2174,published,,2313,768,0,1545,3840,sha256:de4fa118da8217e9ef445e7770d32d319605e7ed26c0f72a70ebe0cb01deb6e6,sha256:bb97d4be56155c53387224d769d6772b3109a36a5f2e96f5229aaaab6ae1a1aa,sha256:b8527bd73ebada001e6d45562e93d9f8fdab3e287d1a465da11a89c5e2fc900b
QPLIB_2181,ghcr.io/jij-inc/ommx/v2.8/qplib:2181,published,,280,90,0,190,450,sha256:7b8141c8fd2d59b249b364a119b21e325cc202da6644f2d9376aafa13301b3ca,sha256:28beccc81d1d1b5fa79250eff9e68df1e8529e9915ef6add4f6c3677022ccd8e,sha256:7b533f43b5f5b59beee580ada82bb875198a3c8346aac351edae469a260bb473
QPLIB_2187,ghcr.io/jij-inc/ommx/v2.8/qplib:2187,published,,285,90,0,195,450,sha256:77d9c2dd3e5632f05bfbdd91bb22b1cb7880630787d3da6658148632fb1b505e,sha256:1cf398f6332f78346d94171fda57e056df8c60f7e90a10438748073fb361b912,sha256:d69e7856405981742e49b3a35626a8c3e4f9f1032e7fbf97d76c269c8a0d7d61
QPLIB_2192,ghcr.io/jij-inc/ommx/v2.8/qplib:2192,published,,290,90,0,200,450,sha256:4ff909597c64e1b29e7daa3700281fd8a4d4f43f38d01a6ecdb82734385bc510,sha256:2c13dadcc636b11b0e190bbb50cdf2a3673fdec98ea32f7b4f4baf403e4a70b7,sha256:7851c43263926538f5342af7de61258d9bab2a26d87e2f6748e999c2ea2310f4
