name,status,variables,binaries,integers,continuous,constraints,instance_digest,manifest_digest,detail
gsvm2rl12,published,2001,500,0,1501,1500,sha256:a12015f22d5ad7e491c5a2ef7bab2f17272188bc55ea3d805793211d1b20bcb5,sha256:0ed37ce0814051f4a0492576e6d85010216f79a52adbde852b6fedf21ed38b36,
gsvm2rl3,published,241,60,0,181,180,sha256:3c7e6a8ce534643c5584603f566565347f89d4f637aac3b68d417521820cfb64,sha256:a6d2da3ba81715a7e37a8a5e43ef530ec0c13acd89312842119c9a5f67c72459,
gsvm2rl5,published,401,100,0,301,300,sha256:d65c42862569dbb9b2ac6b3445fc5e634114b8a8f169c48e0347a2d6958dc611,sha256:f98e17fbc2191024cb6c7732a8ab0d78fc6daaa078a6897ff1937c0faaf9b7d0,
gsvm2rl9,published,801,200,0,601,600,sha256:0fe3a8f1b4245b37cb4beff7cd01cb43cf2109e980dfdd5bc82c31e032f4f587,sha256:26f92a25b11e50ad2d0774e79e54bdc30972c20a61f72dabca6c49047b4efe98,
gt2,published,188,24,164,0,29,sha256:dc067c4f8ac36c8ba32b4ab5936c361d56aeb255c6a1321b7bc357febe3c189d,sha256:4b3aa903c24dbba3cc52b3bb8a97b97dd5f46f7800ba742507c58aa4b80e4ce1,
gus-sch,published,5475,2736,2736,3,5994,sha256:3157ad653db8de04bb1fbab60de5583bfb6a5f2fc1e1dbbb0b8ecc47f1bbf089,sha256:0e3288f78afc6dd99e09dd7477d6fba7d626d27d0cd4cafa7b0f3228d6a367a7,
h50x2450,published,4900,2450,0,2450,2549,sha256:699f1584526a1cd52c74ab7a4da08c3fb28b89bc5698e6a8c311ef0b411df194,sha256:6d51d1f1afa9017bd64ec5886afbe8b327f45c18175546e50151ef4a8230e3c9,
h80x6320,published,12640,6320,0,6320,79,sha256:da89f9fa84af3a96d20542c503c77398ca21f736859ef5d976583691419b85ac,sha256:4eaaad15c63e3682d10754a5ffadd9a0bc5c04020a0e431b9f56e9e3b42ca9c2,
h80x6320d,published,12640,6320,0,6320,6558,sha256:98564ce5006018c2beac1e556f5aa08c81ee21aad5044e8e4d8a243eee2c5a2e,sha256:48c05a5766dd7c9c498b4422f0cbfa7e93061632d32d6974ad2833e7a4ba77d6,
hanoi5,published,3862,3862,0,0,16399,sha256:4e4e0066f0ffb5f4c28f5284d002bc34d09dd909130c5af05f5a50d3fbad12cd,sha256:9ec58301cb07a816b3cef2d81a6810f542e84ed9f87912f5396231780282838a,
haprp,published,1828,0,1828,0,1048,sha256:63b0afbb701a0f1126b3928b4e31dd6978be1525b5588c720a9476a1b99a6027,sha256:a6c04becd1a675ac70c20dab75cf00140249d50e93522c074858234ef44f3a34,
hawaiiv10-130,published,685130,578444,0,106686,1388052,sha256:6fcf8b0c81db35198c4becc170d1a94f629274ba9a5b9a708615fbbce5b67455,sha256:c45b7a90074b27c419a29f9d6b1f2c7be8dc64eb367e55c7ea12ca7cde1324f4,
hgms-det,published,1322,547,0,775,9752,sha256:a33a4e1adfb3a7f91fef3e75cb86b0751430cb6cb6216852df99c70c0e33a3dc,sha256:db49fdf31728af55aa104e06fcb4dfd7ee7124cf4c6b3293b278dca931d58bf0,
hgms30,published,23797,547,0,23250,281917,sha256:2f6f3582acff5203d8c6dc89b7ae4698de69a43aedb9d991cf1776a53cd390af,sha256:e5d3a48f3e09f6993a7bbf4d88a0e7925328fa337190c0caefa595ccacddf3f1,
hgms62,published,48597,547,0,48050,582237,sha256:d51ce8cae0fc36ee86888e24f41b5e836d23189d3d9495202983019a3bbab687,sha256:f1c7057bf3e244c1ffa9851d052a383ab40006a7a3dafe89a73b4ef8bf171104,
highschool1-aigio,published,320404,319686,718,0,92568,sha256:198af4cfd3699ea53922a3d9827babe9130d0aad1b3c01b94f898d182509e4b7,sha256:bc5e4667ac3a0d5e90b4c89add2e0de07af0a009c471018a9ce092da3f5118c4,
hypothyroid-k1,published,2602,2601,1,0,5195,sha256:03870fab3c2065c4a50ffcfc9dc489ed8cd56403c2ee945d2979b4476e1cade2,sha256:28e27f274a37d5a48a7fdbd9739b74838bf5e5351de964d2969b1df5e5224151,
ic97_potential,published,728,450,73,205,1046,sha256:997b0c114ce2c4710a28de0fbc25f1a166c8d63760921d59c8db73b312ac7d4e,sha256:e2368bafe52a750560d8a0387fc732119f862acc2a4c7b0335e8856aa1afc717,
ic97_tension,published,703,176,4,523,319,sha256:dd407d0b0dd85a9281b4ebb9cfdc94464b1106c40cc1047676befeb7e3c9d82c,sha256:192dc00197ad288480dc947cebe7df1bf09f3c1095c1094f83c7a58c34afc279,
icir97_potential,published,2112,1235,422,455,3314,sha256:df0cbc1c773ce657d7d4a3768c3fc4817a7b1ef21fa8d06e110f8724c986a337,sha256:1ec5433d33dddfb740e6fa287e72432489e50a2f7a8fc7243c426e0f42b4432a,
icir97_tension,published,2494,262,573,1659,1203,sha256:13dc19bef64685468259e002d0c234ccc9fbac83a25946f36bd6fd6930619f51,sha256:67d39b2ddf0189c76c5021d29f2871e930c95dbd24bfa95bc8f1f536b148f5a1,
iis-glass-cov,published,214,214,0,0,5375,sha256:f01962c4b560ed4ea02974a0d90b01617922c087cdfaec4f191a486d246cc5d1,sha256:310102a837d830f17b4919dc185afb4f88bd863cb0716f0e1b65cac71cf55dfb,
iis-hc-cov,published,297,297,0,0,9727,sha256:1859ef2396ac386faf93791623c4be43998141ee94b3ae8dc789fe3e03b2c535,sha256:8ee276f5d934efdac59858633f720c0990c7f5313dbec7b8812d3bcc69c1cf88,
in,published,1449074,1489,0,1447585,1526202,sha256:6797015672a6603e51f1f044048c2999d1af859c3c1122b9dc27ea7903d584f6,sha256:0f403de1af4d24cd429c659b415b40f7579ed2d84d49f729f534354de23025c7,
irish-electricity,published,61728,9888,0,51840,104259,sha256:dbb2735d5c0f9c3dd3722e5df2eb31ecfa38bfbbd8e9420139b8af2a00a45b63,sha256:2d86f571dd4f5e09aa3a14b01105452de1344972681b5a7d888fafdcf2abe501,
irp,published,20315,20315,0,0,39,sha256:274ac85ba02b019161d0f598dba8c3a3ee336c50e7f41e32d4194af5716109ed,sha256:d9e98cfd600477fb86350c6a4eca10d1966f95317a76cd8102197f668d5fe448,
istanbul-no-cutoff,published,5282,30,0,5252,20346,sha256:ca3da31f8c7a66b735afad2c2ccfb739aec17506ff559720481b4b9c4dd1d928,sha256:97b9fe37c511af432872a1e990c9d4406a5518773e57c9019905bca952b3c324,
ivu06,published,787239,787239,0,0,1177,sha256:62416994e8ec4972596fbd1284cc5deef71fe180140dd7a4422b47f6194dd55c,sha256:f2341a46b8a5e015ab8567723c523970fb5029e4716ef26dd0b1c114b5691b92,
ivu06-big,published,2277736,2277736,0,0,1177,sha256:55da356b71f0da566cd09394c9b9a5a60f6011fdfc2e99a1d9399a110f90c137,sha256:ef22035d0d979534d2e6217f17793e2ba648ee3e6e45ab1dd489cacd35c5235f,
ivu52,failed,,,,,,,,"Multiple objective names found. This means the MPS file is for a multi-objective problem, which is not supported."
ivu59,published,2569996,2569996,0,0,3436,sha256:606f73b34d9c3a31ca449d90b69ffc6a3fe3db7352dceaa54a4ff91713347f45,sha256:6f0424c6855487ca5c386b2b75134a8864d6b08a0895f03e60edd3f4427d4df2,
k16x240b,published,480,240,0,240,256,sha256:64984e25fcc99bb1958052c8c19ead623bc4ddd58d43e50172bb40fbca44a9e9,sha256:a969048de7349943c955a197a12733c457677310f115daf075a8c0a11054f8d4,
k1mushroom,published,8211,8210,1,0,16419,sha256:ffe034e9abfeccf03b063d191f5454d337f37f4360a0041c8d0458a7e04b81b1,sha256:a92d9e9b37d00a9941b3d546f189de9106bce0d156b9a55f860acd13a47f3875,
k1mushroomi,failed,,,,,,,,Invalid header line: INDICATORS
khb05250,published,1350,24,0,1326,101,sha256:c37a08fde1a1adb4ae125fd97f255931bc897c93c2ce543d9479131714547020,sha256:50847df242023e7df6bef329a2962039d046acd2b84fa538b3af897f7965c540,
kosova1,published,614253,609591,4662,0,304931,sha256:d3ae4b50b64467ce569324d688af2044ee4022c9c3295597653d5aa905a6202c,sha256:a35bccfc3209ea75ddcffa5b106930954e18bb71017b0831e98ec1c7f1f5b629,
kottenpark09,published,2893026,2892333,693,0,325547,sha256:fd5afff903e0c935cc5aa9ca4f2f5befbe6bca4b88f2ad534c6b68a169c2c08f,sha256:cf5e55a661c55683700f429b3f646be41bc039445eded36739bb594e546608d1,
l2p12,published,11786,10906,590,290,21315,sha256:ec9cae1ab5cb04c5f896752aa77525a9792c61fc3c52a0fafa7fcf16467d86d2,sha256:c7254ff2c011a9751028f883a41ad725963f8e6f5c8ad1f6a929c1b49a3310ea,
l2p1i,failed,,,,,,,,Invalid header line: INDICATORS
l2p2i,failed,,,,,,,,Invalid header line: INDICATORS
lectsched-1,published,28718,28236,482,0,50108,sha256:04b86023c1574f46414d6e96197d9fbd316027abba47b43f16139b45249f8eb9,sha256:8357b413cb0f77843e7a1d9ebf60d678e19600084b869a982b0d0e690a6f287e,
lectsched-2,published,17656,17287,369,0,30738,sha256:d0cc31971f6c8233af430d2587d3d469d8c3a93293f507528dd35478f8120cdd,sha256:cde77ff54a835e131ab349a48b603d179e5fed6c7b0060fb9248ccf010c41e0f,
lectsched-3,published,25776,25319,457,0,45262,sha256:45c7b498dcffaa646aac000a77c7879b255ee702c052161172d7e2f91ab99635,sha256:0bd37c747d37b885a9736dcfd039c8fb56a3abd39343fc07818f6cfaffd296d7,
lectsched-4-obj,published,7901,7665,236,0,14163,sha256:a737bcf22c317f77df5e41479d110d1c81edce607249cd02855bbed9b89b2252,sha256:f851eb22ed8237ed5731afb2a144325d607c640359c6f4d5c4f251252c040dea,
lectsched-5-obj,published,21805,21389,416,0,38884,sha256:ec4b9d77d421bc474ab5d65d13fc2be437d7d7e21dc29b349d29469dc9595016,sha256:fb9126498e347b764f41f77dcc8b0e21335c9ec832ac10b2f50d5d08b2d33805,
leo1,published,6731,6730,0,1,593,sha256:2062ac0016c2ac556b29b357615b44033987141ea8cde9cebeee19bdfcf954d6,sha256:6311b4513b1f9d4013cf27dd22488c02969ee91ad2d815f3f3a9309d8689ad91,
leo2,published,11100,11099,0,1,593,sha256:3249adc7cfbcafaf30730517ff730da7fdf13e27939bf23b82f957bbc92bd2a5,sha256:75ef69cb919de3519cd23fc83a84eb94f7d8f06e3c3f84046fd8547161ce5418,
liu,published,1156,1089,0,67,2178,sha256:7ff12ab7306e8e992453e2cae0b12b6f3f51ca0ce2c9ac2fc191517944916a99,sha256:bcaecde0f47ea10eeb815206f95b99a5e0759c44869291d058fbaa5cd2ee3420,
loopha13,published,19356,18150,0,1206,23758,sha256:e9513636760464cebbff16f7205e91d629df43dafca714f524054e49a22f29f6,sha256:ce579829823525dcb6301f59478b79620071afd306f7ed038a725aaca1b0d8e3,
lotsize,published,2985,1195,0,1790,1920,sha256:7a77f908c8399e338a74430393c7fe0b06d938647e3886e79297e4b766f43a26,sha256:88f5959933e9235dd41ecd7ed946106da8127aee6421940b0fadd89e6bca4d76,
lr1dr02vc05v8a-t360,published,20810,12174,6471,2165,7560,sha256:32a37afbef08d6bf25fb2b21ea9e559cbe287cf5f471ddc69d1608f3ca31771d,sha256:8c8500ac1d58c50f70d9766e2ba026274a7864d50d73372428f5fc63598dfeff,
lr1dr04vc05v17a-t360,published,36912,15326,17979,3607,12600,sha256:6556e760f56bd1f59c4fcef6e39e1283648b8de84b66758d8ae21d6704f618db,sha256:b2d2c135e5b310738c9ec25c1325f4db77a8f9fa7294342bae4d3066417484d0,
lr1dr12vc10v70b-t360,published,193525,90670,93480,9375,56160,sha256:4f04dce6b5ce50a67c2052d8f05e437871251b82965c07343770b6c1010afe77,sha256:be2a0a0e1d5f4887e3ea4152ee772f50403b00c18ea9d5eedf5d0ca5069be6d7,
lr2-22dr3-333vc4v17a-t60,published,109519,92865,0,16654,108566,sha256:b36bcab0aa8c932ed0346dc66d50ab7aef32b0a900d8abe1946333abe56b0870,sha256:a48300a94f2b16120a46f323235c4d12827ef78656e87758b62610fb7b139ab2,
lrn,failed,,,,,,,,"Multiple objective names found. This means the MPS file is for a multi-objective problem, which is not supported."
mad,failed,,,,,,,,"Multiple objective names found. This means the MPS file is for a multi-objective problem, which is not supported."
manna81,published,3321,18,3303,0,6480,sha256:553e215d849753b827d353a680b02836d17e1c39a871575ca5e96e0a3950d161,sha256:2d82fa618d0b39d4c604a5aeb93a2d294ec4f25c3426d54c3ac76660da158779,
map06,published,164547,146,0,164401,328818,sha256:b27edcfdd3e85bdfada6b884a1e2392fe1403bdbb8135e7979d1e16ffa0a4518,sha256:b19ca757ba49138f204fd888abd188c23bb6e75eacea812a3ac92fea7e38579c,
map10,published,164547,146,0,164401,328818,sha256:4ddb51fe23bf4d25d250548232894a13f6707e89642449d76c941005d30c5d37,sha256:3b8a66f908dc1ab80e22fa27aa24f0e53557d39ff4d8eb0ede04016958878e12,
map14860-20,published,164547,146,0,164401,328818,sha256:b6abab07a43ab61a201a73958a8ee323a8afea1b491125beea21d12539ff606f,sha256:3c404a0a2b482b89c9c0370f74215930bad898cc705b37f00c351836ea2db973,
map16715-04,published,164547,146,0,164401,328818,sha256:8e2787b22ed80a4dd2e9e17176bfb7e4141f95d37e03ed9b1418bf5352d4b9b8,sha256:66509e788c8e87d03907392c9abd592d99adff44325fb8fd57ddb3f3e01c7881,
map18,published,164547,146,0,164401,328818,sha256:0d4fe3f0e438a0deff70fcf47e047dcf25f05df46a48b1044534f11741815bf4,sha256:745ef956ea7caa77869a6f211e4e9b79b0a40a60a1842ebc28609520f2b0574e,
mappingmesh3x3mpeg2i,failed,,,,,,,,Invalid header line: INDICATORS
mario-t-hard5i,failed,,,,,,,,Invalid header line: INDICATORS
maritime-jg3d9,published,92261,36960,0,55301,126621,sha256:274141b6cfd27607814735c4d3f3581e5a33dd4a08e037bd9898d9b4f7de1e88,sha256:aa0d6b189d6a0fa448a78f4b46bc4800faa6cd7b2b3032ac347efa8c553cc47f,
markshare1,published,62,50,0,12,6,sha256:eabe169672a89dbc826f743666244bfdc4e3ac1976a45db536354e1f5fa20b7a,sha256:1c6166b11e4cb7d41bfc4b64b51e620878da2814a50e361afbd100626a232f01,
markshare2,published,74,60,0,14,7,sha256:c336103ab8c034820d58f762d4f8508aa4770fc829f212eec48f876323fde023,sha256:6b11496c9b7ed898949689a5ad59329c6e52f8f082c29b7b5eadfde5087ab625,
markshare_4_0,published,34,30,0,4,4,sha256:026f0d195106c1e33f388acfb7a249bf6ec719fee4271cac80f4a5bfc88b218d,sha256:fb5752a5c7e004b0499226dd5d7f0375f8afff8bc7d775e776c0111d71af3e6a,
markshare_5_0,published,45,40,0,5,5,sha256:ac0f6ebdf5064d11839f2efd16501e59c8e789db2ec3bb0a33fd2eae072875ea,sha256:626ec3e64b10833e8b987981eea1f3553a96b3bee5e4bf180966f55d68dd13a3,
mas74,published,151,150,0,1,13,sha256:313fd236f5f643370dda45496d8e00addd2c3d398f3e9515a0645fd70c9236c1,sha256:ca8cc25bfdc3f2c63f48d94d4a3743a1dbd88cfaa8dec7f1de3ce9d93db15c81,
mas76,published,151,150,0,1,12,sha256:047d835dd8a71568b779fe4c34f462caf02a7a1177cf46e75ab6110909e12c4a,sha256:2c17895a95931351ad7573c160cd4005dc5c36eb5c14195baed2c9cc3b7107b7,
maxgasflow,published,7437,2456,0,4981,7160,sha256:7dc478a8dd18baa087f70f42ce9abed0145b8f2c94a7dc9aa68384820ef6f841,sha256:ed401f75289e30ded134bcd9f926033df0795c6b386499cf81c5b1be3231bd26,
mc11,published,3040,1520,0,1520,1920,sha256:6f7d16146d53a936b49d64ec57695e895578442d39ed394a9e4e762e76f7fd95,sha256:d054bc108042bbf211badad580474100cfb1a1ecef599a209a1bf92739402d39,
mc7,published,3040,1520,0,1520,1920,sha256:298eb1c428ba75dd4ad5ac82922c3a9f8f458e8ecd76916312aa7da4f03f298c,sha256:34ce4486ece060c3ab123c99df12ec9fc3187b1b832dfef2db96f2c9049ba05b,
mc8,published,3040,1520,0,1520,1920,sha256:1cfae1ec302930749fd1e172365cfb1e13efa5f192ee680901031eaa4c7b9090,sha256:428c0094335146355c14c6a0388d52d467fd6182947c6168271219922ff88046,
mcsched,published,1747,1745,0,2,2107,sha256:cc52854bd9803ff36d5226b4de65104b4d53311c17e64ac727ad03274fe63890,sha256:7a6524fba38e096bfc176d403b2b51b94d040700f9fd8fe099e8b2d749187682,
mik-250-20-75-1,published,270,75,175,20,195,sha256:933fe89d143ddaafab0429456280571689fb4e3a44cb0eaf9a4541b6bd383aa0,sha256:bbfe54c70f07c5a21d977f30533e581117888d5cc29b563301d41c577814f542,
mik-250-20-75-2,published,270,75,175,20,195,sha256:a20d95181313f6a7c1577c526442b004522b054f4da6a6c5db6068c3b021c1e1,sha256:7bf632b79f0d83d46b1b35a77e1bfb81d4287f49bbfcd4a3a7192e452de82c77,
mik-250-20-75-3,published,270,75,175,20,195,sha256:0e8a02a66c6da23aa91174e30dcde9606e481ccd2b067f35cadd36400b8ce000,sha256:b9d86740229fab20c3b8074162c3e99f5b69201070db7991855b601b1a0d5caf,
mik-250-20-75-4,published,270,75,175,20,195,sha256:e884f6ef784508bc6e2d388f95db5f22a282ec6ec452526d8ac1143243e0e004,sha256:97dfc7007a22aefa53bbe29bb8c8a7049be502b6ae25e11a76d4804cb24f1dcf,
mik-250-20-75-5,published,270,75,175,20,195,sha256:6f863964f41c1fcc765c38c354b1927ff87eb9169361baef1285ebcbdaae744a,sha256:6a07148630a7e1a56505088876b065e9508725ba09633749b95ff510ff018376,
milo-v12-6-r1-58-1,published,4440,1500,0,2940,9540,sha256:77042c1a4406d5639dda537ff7de1a267f55690af9a8a5ee46509bb517bdf8d7,sha256:092396ebc0273dfc9fe3578ca70989ebb1e9921129ab2bcecdf716822e3f7d94,
milo-v12-6-r1-75-1,published,5698,1925,0,3773,12243,sha256:935e774da43bdedc226e5102556e5c7f1f766c18f119e81981a45772f2891829,sha256:d9ae2892df78191506f63a2dfcbbf96c7449e52e3157a8a29f659cc762f81359,
milo-v12-6-r2-40-1,published,2688,840,0,1848,5628,sha256:772981a4e23d54565eaaa0254c1876321fed2a67b31955771d4a238ed7b6787b,sha256:f924fd7334db7feec06a05d00e6a3ee0d83ddbe1d7dae157a6ce802c19a86054,
milo-v13-4-3d-3-0,published,516,120,0,396,996,sha256:3e42a05695e375c73ace39dcfe024a6bf368a74a72593e728d333622647cb3a9,sha256:29098bb6858da3314c0d4a24c4a54efa791249d7ac971f521beeea36491ebc13,
milo-v13-4-3d-4-0,published,688,160,0,528,1328,sha256:1f468b62d025626019b26fd690fc6ae0669b415d3578af98640f164230f1ce5b,sha256:16d7bcec87e00d1dfd0c4f89e45a1c69bc7ec3e1bb8b47ca2d84d255cb350fac,
mine-166-5,published,830,830,0,0,8429,sha256:edd58fa01eac2e66fe8ccc613b4362825bc33c21e73eeaa41d364e74c74854ac,sha256:3e7f89da8cd901b9b1a3b40a7d75008e66614b8145ba52bcce835d4ad646598d,
mine-90-10,published,900,900,0,0,6270,sha256:2d864023e207de00ba391214dc7fbc7ad0bdcf25f70a64e43f836c4123ec901b,sha256:47c12ef96bdb2ab39b2d3334bda617f5cc06c4afc5db9c83485eacae01a973b4,
mining,published,348921,348920,0,1,661133,sha256:4af70e88198e0d629db551e75910ec7dbc695e53bb43cded0dcb04a57a123bdc,sha256:6db98ad1156a93008c517b03f6b5148d05e6f79c6140af04438c5147a169cba6,
minutedispatchstrategy,published,41761,20156,0,21605,80194,sha256:626c008a123a68b1df2d1ff96aabdf959582558ebe776317358a727702662641,sha256:f436f36a9bb4a842e30710b77297003cbf4364a7bc6ff4f6d1ab9f4b0e5dd229,
misc04inf,published,4897,30,0,4867,1726,sha256:0b2c77232ed7a81f37edc4ce44916afba474074981bd643217f6c696405783ef,sha256:73411bbd4e1f410db948fccd1999275457abbc0ca704590664d552d054f099fa,
misc05inf,published,136,74,0,62,301,sha256:71e26618f97521cb27818f55ed8122269b7c87c4559c734ec512a474a68d29f2,sha256:a400a86afa9c9018389f493bf8e4178c58cab76cf17a4fce689dee4640e2160a,
misc07,published,260,259,0,1,212,sha256:9a45878ab28ec0b8fa986ea43b1bcd5ab33263ae4369f77d4e8dfb2e576a2173,sha256:9a75e81cb1d0c7646324f0c8c5898c635660967f45bffbf0473a0dca3d4b503a,
mitre,published,10724,10724,0,0,2054,sha256:e342fda4c48964cd9fcb0b4a55ae417a74d662a794a397f36dc239068f3e0929,sha256:23e357615b813e3e9412fdf5efe1a70c45cf43aed158ac505730b6a9eae98e96,
mkc,published,5325,5323,0,2,3411,sha256:295e7fd55cc7434c598a463150f673677e4d14e99bbc9522acaf9fbe34b10701,sha256:0b1dfb1f78e2ea960748f02c0df65b7c31954cb20c517f2dfc3bf2e00782bda4,
mkc1,published,5325,3087,0,2238,3411,sha256:0eb0c089fd46630d5473598eaeff4d7454322ddd614443e5a58406018f81d872,sha256:dd84384fc9218710c56d1409785d9fcd8da5aa9f38e1ac4399b1a20aa818e835,
mod008inf,published,319,319,0,0,7,sha256:9f9334a9451dee19a194a172cd0c9b45680bce90c275a5fb82aa746d22506c7a,sha256:f64f04f5204913a195e27aab78bf6c39cf5f474347bc95c3a6f77d50af4ee777,
mod010,published,2655,2655,0,0,146,sha256:737dee45b6453fb461beb43df3217234b28d636f1fe7ee243465fbd69049595e,sha256:25709a8a1ce4e44c65d51190bb90c6e1cabba26c4df47e023180918b2e554dcf,
mod011,published,10958,96,0,10862,4497,sha256:b3e9b481f0d8df0a654cef35685a3efda485a0d12df1763d690d4d44d88af358,sha256:0ba70d33ee9a1a1894bb323898d68960135dc6747d64c7f47e81a3c62fb6832f,
moj-mining,published,67519,5171,0,62348,49916,sha256:64b91541e245baaa975d4c972cbcb28f0f6077a0a5bccb453d07abe96cd24987,sha256:d5d9bfd335c752549d27434621715a596ec20d4928f2cda53d75025641f65dc7,
momentum1,published,5174,2349,0,2825,42680,sha256:d9b5b6ebf1c9c567048c351e835aa999cb86edfc15e73f08faa213702fdf6172,sha256:8c0ccb23952485cc959de3302ba4f8777142fafb126115034db3d93b4657117e,
momentum2,published,3732,1808,1,1923,24237,sha256:250055a510e6134346ad065dda1a5c2523b6c7aa7fed714c432a158bdfb4807c,sha256:0ad61c6d35cc68b3787a96db1a965f25a5779cf0364185ccfff5103fe82e5fd9,
momentum3,published,13532,6598,1,6933,56822,sha256:1c442665e2fcffafa2bf89409f17b0bedcf5214e1b2838dc24d2d09453822e3b,sha256:32cf40f0887881ae513ca1eb2c01d79465ba2e2a2fda0186fba18c846432822f,
mrcpspj30-15-5i,failed,,,,,,,,Invalid header line: INDICATORS
mrcpspj30-17-10i,failed,,,,,,,,Invalid header line: INDICATORS
mrcpspj30-53-3i,failed,,,,,,,,Invalid header line: INDICATORS
msc98-ip,published,21143,20237,53,853,15850,sha256:0c220b724e4cfc55362624f0aea03b59df62564f1e663b9a3a240ac01dd02124,sha256:2596327b74de4bc807a2736b21e6554a1e8b9e3cab2e1de12892e353ef0dace9,
mspsphard01i,failed,,,,,,,,Invalid header line: INDICATORS
mspsphard03i,failed,,,,,,,,Invalid header line: INDICATORS
mtest4ma,published,1950,975,0,975,1174,sha256:263b3f9f05abdb3756ae7d475c0dcdba5417fe6ab141db121294366e522e5629,sha256:459dbe1d4bf495a0087b7ad4d5501c38ea51f95db0da7db298f87cac66589882,
mushroom-best,published,8468,8237,118,113,8580,sha256:c283785599583a37f4ce3c5043ea24ccc4f95ea2250a420cfa736f320d272751,sha256:00038c1f03c636aec557253f5c1937eea0911a85a4aadd0e7761af0c4b6214b1,
mzzv11,published,10240,9989,251,0,9499,sha256:53b5bb8d117edf9c477a8192a678af9ad6eb910636e4a73b481e4888306e3924,sha256:7bbd76c637fb0858d44bf56614d4234893e3babd4807ac0d44d45bb007881124,
mzzv42z,published,11717,11482,235,0,10460,sha256:e7f92c6175ddae2e179beee8dd253fe07c7ee130f32320691de529fe12072253,sha256:8cf5897727c07c967db57224fd060f62ed1d5b2338a7c67ee5e211aa9633f9ab,
n13-3,published,3472,0,186,3286,1723,sha256:e01447b45c4512898c6c308d0a4472f5abdf5a8aece9c8602f22c0607304560d,sha256:2ee2e606d2586ff000f4d561b79beaa8971d53482cd9e85dea433576db03a24a,
n2seq36f,published,8100,8100,0,0,285,sha256:2602742deecd9fec8f86f90305f308e8fe19c249478e59bfbb131240713bb01f,sha256:a281b451434751122f4a5a7802705bfb2fa27ea470165dec42dd51763b62a389,
n2seq36q,published,22480,22480,0,0,2565,sha256:c3e75f0d03165d77795a005e674360caef2581ef63b3ed07d3bdff8337575f11,sha256:6f14bc054f6d63ca1b54728c788f7efdb532472941706b04cf08914ea0b363e5,
n3700,published,10000,5000,0,5000,5150,sha256:72ca46db650b8f43ed7d7b82ef05fd297f3b3f783d9f18baed8e3728b7c57920,sha256:2123dc0e51b8eee9b04946d48b4a09edb96a643686a6f68292300031eaabdc6b,
n3705,published,10000,5000,0,5000,5150,sha256:4a8ee42a2f98f329654af9bcb39b91db09639d6266f40ed30158ada8c4de6d23,sha256:befb52e5922f5e27133da4774beba4d3713001eac05c4b30b214958e4bafb60d,
n3707,published,10000,5000,0,5000,5150,sha256:8381a9590cfb61ff8dd8a95d68ccaa6e0571255bc15e73e31779e64f2bbd1759,sha256:6231fb856b373d5da7835974c7ffc050bf95e66fd49e57eacb0dd4ba24937022,
n3709,published,10000,5000,0,5000,5150,sha256:1f16ddfe01d4576a51edb62329eb105cb32954eaa366e23c592f00845cf4b767,sha256:b200dc0b1a73c4eb6e472a6a448c60cc76f27951787865e1692631e5889fd7a8,
n370b,published,10000,5000,0,5000,5150,sha256:6a0a32ed36cc8a0f56e9a2a79c82a5d2653e99f612a24b13d7214b1a9872df62,sha256:ee97a7319045798ec5a579f502b1e749e581fc87ebf232830a14122350634ce2,
n3div36,published,22120,22120,0,0,4484,sha256:e9994a872da1af1cdb3437d678d256a89ad094ac137f25c4b018408c0ce6708b,sha256:f871e370407f327a41fbe4ff5eb0aac70d2ad374c0177eb439b605e9f2b06668,
n3seq24,published,119856,119856,0,0,6044,sha256:7f6022b558c01cfb187e0045e800bb3bccc6ff8d204da5ef6f159e8ccb016344,sha256:c55694f107c30117540d9881baf179dc75f09624b6dc8c457f3ad36f4dda2517,
n5-3,published,2550,0,150,2400,1062,sha256:4d5a81d2bf5c546fd377638e21482fa9daff99750ab46716bf1b4801eaddb2b1,sha256:22a2b6d266091f4a62588b265f252795944f26e3259681f6f29edba0b71a7d6b,
n6-3,published,7178,0,222,6956,2760,sha256:e2c2e835c749e6aa6d62bb8c2f3bfc038015d040cd8b03756a627b27c08e286f,sha256:6bcd118287cae22a3c4409dc8e5b60bfa810fe2b796af9134a8256b33e17784f,
n7-3,published,5626,0,174,5452,2336,sha256:3be9c6fa01eb296695981d2ff16b4aa5b79a40743c501cf66d295b050fc1ef23,sha256:17da4fe5101a05cccfe6ac8aad5d2cbbb2cb82abf59b6c5e3738d006495d58aa,
n9-3,published,7644,0,252,7392,2364,sha256:ea6130d5033c3f4ce10f33c461ff4ef3c4c6e4f00b29d4b863eeda99ef7015ff,sha256:4b714fcfcfca3d0c5fc8469b7286de4c21ea7244f1363b3e93a9c6d968faafe5,
nag,published,2884,1350,35,1499,5840,sha256:19bf47e620d76316011b3472bb9bbceb4f8b06fcf64b453f86f4cf675a9fb02c,sha256:3261a3f8e7ddda644282d125779bb7e1fe6b7e21e3fe56ea722533b0b1802f3d,
nb10tb,published,73340,16880,0,56460,150495,sha256:fc0c64ec17ae9c8ddf3e90badf33fa7ca9a9e39c7665a3da85ef7aa9a175de4a,sha256:aa9297a3d9e45e8ba8def6bf80f98feff18ede7262d411c63d83ac2ce57564f3,
